"","X","url","id","Lng","Lat","Cid","tradeTime","DOM","followers","totalPrice","price","square","livingRoom","drawingRoom","kitchen","bathRoom","floor","buildingType","constructionTime","renovationCondition","buildingStructure","ladderRatio","elevator","fiveYearsProperty","subway","district","communityAverage"
"1690",1690,"https://bj.lianjia.com/chengjiao/101091688354.html","101091688354",116.387408,39.935904,1111027375640,"2017-02-22",355,107,658.5,111422,59.1,2,"1",1,1,"high 7",4,1990,2,2,0.167,0,0,1,10,127349
"1691",1691,"https://bj.lianjia.com/chengjiao/101091688568.html","101091688568",116.402495,39.846914,1111027377493,"2016-08-12",161,77,280,40580,69,2,"1",1,1,"bottom 6",4,1999,3,2,0.5,0,1,1,2,51991
"1692",1692,"https://bj.lianjia.com/chengjiao/101091689203.html","101091689203",116.345863,39.877035,1111027379116,"2016-08-22",170,18,718,65963,108.85,2,"2",1,1,"low 20",3,2008,3,6,0.333,1,1,0,2,81880
"1693",1693,"https://bj.lianjia.com/chengjiao/101091689321.html","101091689321",116.410253,39.968681,1111027377631,"2016-09-14",193,33,1168,65615,178.01,4,"1",1,2,"low 19",1,2001,1,6,0.333,1,0,1,1,72245
"1694",1694,"https://bj.lianjia.com/chengjiao/101091689579.html","101091689579",116.444673,39.880008,1111027382283,"2016-07-31",149,113,350,52688,66.43,1,"1",1,1,"bottom 16",3,2004,3,6,0.214,1,1,1,1,71761
"1695",1695,"https://bj.lianjia.com/chengjiao/101091689643.html","101091689643",116.44012,40.046751,1111027379198,"2016-08-15",163,31,988,49443,199.83,5,"2",1,3,"mid 5",NA,2003,4,4,0.1,0,0,0,7,78113
"1696",1696,"https://bj.lianjia.com/chengjiao/101091689681.html","101091689681",116.359358,39.964464,1111027381399,"2016-06-18",106,28,383,41183,93,2,"1",1,1,"mid 21",1,2010,4,6,0.158,1,1,0,8,77025
"1697",1697,"https://bj.lianjia.com/chengjiao/101091689855.html","101091689855",116.479295,39.997662,1111027374045,"2016-06-27",115,6,310,36271,85.47,2,"2",1,1,"high 34",1,2008,4,6,0.278,1,0,1,7,41980
"1698",1698,"https://bj.lianjia.com/chengjiao/101091690098.html","101091690098",116.393805,39.973724,1111027380370,"2016-08-18",167,54,392,106522,36.8,1,"0",1,1,"low 20",1,1992,4,2,0.286,1,0,1,10,134983
"1699",1699,"https://bj.lianjia.com/chengjiao/101091690132.html","101091690132",116.433451,39.923705,1111027376670,"2016-07-12",130,59,700,82324,85.03,3,"1",1,1,"mid 16",3,2004,3,6,0.667,1,1,1,1,106634
"1700",1700,"https://bj.lianjia.com/chengjiao/101091690149.html","101091690149",116.386145,39.998849,1111027375668,"2016-08-19",167,35,358,57409,62.36,2,"1",1,1,"low 6",4,1992,3,2,0.5,0,1,0,7,67384
"1701",1701,"https://bj.lianjia.com/chengjiao/101091690517.html","101091690517",116.445996,40.069568,1111027380049,"2016-09-05",184,33,320,22482,142.34,3,"2",1,2,"mid 7",4,2001,1,2,0.5,0,1,0,6,38156
"1702",1702,"https://bj.lianjia.com/chengjiao/101091690576.html","101091690576",116.382195,39.933353,1111027376873,"2016-08-24",172,42,730,109775,66.5,2,"1",1,1,"bottom 6",4,1990,3,2,0.25,0,0,1,10,132635
"1703",1703,"https://bj.lianjia.com/chengjiao/101091690620.html","101091690620",116.220283,40.043636,1111027376008,"2016-06-29",116,43,700,48134,145.43,3,"2",1,2,"mid 8",4,2009,3,6,0.5,1,1,0,8,63444
"1704",1704,"https://bj.lianjia.com/chengjiao/101091690843.html","101091690843",116.199293,39.938056,1111027380971,"2016-08-12",160,31,210,32813,64,2,"1",1,1,"high 6",4,1996,3,2,0.333,0,1,0,9,42325
"1705",1705,"https://bj.lianjia.com/chengjiao/101091690945.html","101091690945",116.462536,39.996423,1111027378509,"2016-06-27",115,46,436,46379,94.01,3,"1",1,1,"mid 6",4,2000,4,2,0.5,0,1,1,7,59819
"1706",1706,"https://bj.lianjia.com/chengjiao/101091691234.html","101091691234",116.518485,39.948841,1111027377510,"2016-08-28",176,25,716,63363,113,2,"1",1,1,"mid 9",3,2007,3,6,0.5,1,0,0,7,71193
"1707",1707,"https://bj.lianjia.com/chengjiao/101091691275.html","101091691275",116.572491,39.853078,1111027374301,"2016-06-28",115,37,510,36691,139,3,"2",1,2,"high 22",3,2005,4,6,0.667,1,1,0,7,48141
"1708",1708,"https://bj.lianjia.com/chengjiao/101091691311.html","101091691311",116.512916,39.864254,1111027376354,"2016-06-23",110,51,298,29251,101.88,2,"1",1,1,"low 6",4,2005,2,4,0.5,0,1,0,7,46072
"1709",1709,"https://bj.lianjia.com/chengjiao/101091691487.html","101091691487",116.449846,39.935249,1111027374714,"2016-08-15",163,36,570,54808,104,1,"1",1,2,"low 17",3,2013,4,6,0.333,1,0,1,1,83519
"1710",1710,"https://bj.lianjia.com/chengjiao/101091691645.html","101091691645",116.493317,39.929564,1111027373740,"2016-08-21",169,63,388,49465,78.44,3,"1",1,1,"high 7",4,1987,3,2,0.333,0,1,1,7,58820
"1711",1711,"https://bj.lianjia.com/chengjiao/101091691716.html","101091691716",116.362416,40.094293,1111027377947,"2016-06-26",113,84,314.5,35429,88.77,2,"1",1,1,"mid 6",4,2005,3,2,0.5,0,1,1,6,43190
"1712",1712,"https://bj.lianjia.com/chengjiao/101091691962.html","101091691962",116.38138,40.092631,1111027377945,"2016-07-11",128,68,364,29252,124.44,3,"2",1,2,"bottom 6",4,2007,4,2,0.5,0,1,0,6,35386
"1713",1713,"https://bj.lianjia.com/chengjiao/101091692064.html","101091692064",116.5038376,39.9307251,1111027374762,"2016-07-30",147,13,1380,55871,247,3,"2",1,3,"bottom 18",4,2008,4,6,0.5,0,0,0,7,86411
"1714",1714,"https://bj.lianjia.com/chengjiao/101091692241.html","101091692241",116.30313,39.950488,1111027376363,"2016-08-23",171,51,435,70617,61.6,2,"1",1,1,"mid 6",4,1998,3,2,0.5,0,0,1,8,81990
"1715",1715,"https://bj.lianjia.com/chengjiao/101091692278.html","101091692278",116.453783,39.887599,1111027377333,"2016-07-18",135,29,203,40206,50.49,2,"0",1,1,"mid 12",3,1984,3,6,0.333,0,1,0,7,58976
"1716",1716,"https://bj.lianjia.com/chengjiao/101091692520.html","101091692520",116.432684,40.077562,1111027380057,"2016-06-20",107,32,457,21762,210,4,"3",1,3,"low 6",4,2007,4,2,0.5,0,1,0,6,38384
"1717",1717,"https://bj.lianjia.com/chengjiao/101091692763.html","101091692763",116.609116,39.903738,1111027382236,"2016-06-28",115,23,378,41168,91.82,2,"1",1,1,"low 18",3,2009,4,6,0.5,1,1,0,7,52904
"1718",1718,"https://bj.lianjia.com/chengjiao/101091692907.html","101091692907",116.343245,39.900529,1111027378998,"2016-06-28",116,53,247,64357,38.38,1,"0",1,1,"low 26",1,2006,4,6,0.111,1,1,1,10,92360
"1719",1719,"https://bj.lianjia.com/chengjiao/101091693136.html","101091693136",116.317235,39.946429,1111027376646,"2016-08-29",177,36,430,63799,67.4,2,"1",1,1,"low 17",1,1984,3,6,0.25,1,1,1,8,78256
"1720",1720,"https://bj.lianjia.com/chengjiao/101091693228.html","101091693228",116.210647,39.939312,1111027381804,"2016-07-03",120,54,436,46792,93.18,2,"1",1,1,"mid 18",1,2009,3,6,0.25,1,0,0,9,56192
"1721",1721,"https://bj.lianjia.com/chengjiao/101091693395.html","101091693395",116.560906,39.879298,1111027376253,"2016-07-10",127,55,299,24447,122.31,3,"1",1,2,"low 6",4,2000,4,2,0.5,0,0,0,7,40471
"1722",1722,"https://bj.lianjia.com/chengjiao/101091693436.html","101091693436",116.349984,39.992769,1111027382338,"2016-07-05",122,93,298,67728,44,2,"1",1,1,"low 6",4,1987,4,2,0.25,0,1,1,8,86119
"1723",1723,"https://bj.lianjia.com/chengjiao/101091693505.html","101091693505",116.443318,39.942275,1111027381776,"2016-08-25",173,24,410,80693,50.81,1,"0",1,1,"mid 10",1,2003,4,6,0.132,1,0,1,1,80941
"1724",1724,"https://bj.lianjia.com/chengjiao/101091693620.html","101091693620",116.52013,39.936383,1111027374971,"2016-06-24",111,30,665,48189,138,3,"2",1,2,"bottom 12",4,2006,3,6,0.5,1,1,1,7,70693
"1725",1725,"https://bj.lianjia.com/chengjiao/101091693637.html","101091693637",116.351201,39.897751,1111027379926,"2016-08-31",179,68,655,67146,97.55,3,"2",1,1,"high 6",4,1991,3,2,0.5,0,0,1,10,84116
"1726",1726,"https://bj.lianjia.com/chengjiao/101091693671.html","101091693671",116.395776,40.084277,1111027377418,"2017-02-20",352,99,608,41361,147,5,"2",1,2,"low 3",NA,1998,3,2,0.25,0,1,0,6,44780
"1727",1727,"https://bj.lianjia.com/chengjiao/101091693815.html","101091693815",116.203021,39.929599,1111027382279,"2016-07-10",127,73,261.5,29934,87.36,2,"1",1,1,"bottom 16",4,1995,3,6,0.333,1,1,0,9,46035
"1728",1728,"https://bj.lianjia.com/chengjiao/101091693900.html","101091693900",116.437251,39.962363,1111027382523,"2016-06-27",114,140,182.5,48027,38,1,"1",1,1,"low 4",4,1981,3,2,0.333,0,1,1,7,65898
"1729",1729,"https://bj.lianjia.com/chengjiao/101091693934.html","101091693934",116.497474,39.810115,1111027377957,"2016-07-11",128,9,110,30556,36,1,"0",1,1,"high 24",1,2009,4,6,0.25,1,0,1,3,54282
"1730",1730,"https://bj.lianjia.com/chengjiao/101091694360.html","101091694360",116.4471,39.879796,1111027382286,"2016-09-12",191,69,485,71157,68.16,1,"1",1,1,"mid 17",3,2004,4,6,0.286,1,0,1,1,75950
"1731",1731,"https://bj.lianjia.com/chengjiao/101091694400.html","101091694400",116.397081,39.954245,1111027373893,"2016-07-30",147,68,680,103375,65.78,1,"1",1,1,"mid 7",4,2002,1,4,0.25,1,0,1,10,138129
"1732",1732,"https://bj.lianjia.com/chengjiao/101091694498.html","101091694498",116.431552,40.082903,1111027380040,"2016-08-21",169,8,439,30916,142,3,"1",1,2,"high 12",4,2005,3,6,0.5,1,0,0,6,36869
"1733",1733,"https://bj.lianjia.com/chengjiao/101091694579.html","101091694579",116.265368,40.228128,1111040862971,"2016-08-25",173,8,308,26438,116.5,3,"2",1,1,"mid 11",4,2003,3,6,0.125,1,0,1,6,33112
"1734",1734,"https://bj.lianjia.com/chengjiao/101091694842.html","101091694842",116.330345,39.984336,1111027373798,"2016-07-02",119,2,860,104751,82.1,3,"1",1,1,"low 6",4,1984,3,2,0.5,0,1,1,8,114107
"1735",1735,"https://bj.lianjia.com/chengjiao/101091695157.html","101091695157",116.480675,39.868869,1111027382783,"2016-08-01",149,49,239,49740,48.05,1,"1",1,1,"mid 6",4,2005,4,2,0.25,0,0,0,7,60403
"1736",1736,"https://bj.lianjia.com/chengjiao/101091695353.html","101091695353",116.162938,39.939005,1111027378401,"2016-06-30",117,34,184,29221,62.97,2,"1",1,1,"low 16",1,1988,4,6,0.286,1,1,0,9,39314
"1737",1737,"https://bj.lianjia.com/chengjiao/101091695354.html","101091695354",116.482231,40.009521,1111027380322,"2016-12-28",298,201,375,56239,66.68,1,"1",1,1,"low 28",1,1999,3,6,0.5,1,0,1,7,66864
"1738",1738,"https://bj.lianjia.com/chengjiao/101091695379.html","101091695379",116.43942,40.072066,1111027380051,"2016-08-16",164,11,399,22656,176.12,3,"2",1,2,"mid 32",1,2001,4,2,0.5,1,0,0,6,40934
"1739",1739,"https://bj.lianjia.com/chengjiao/101091695525.html","101091695525",116.384345,39.882803,1111027379986,"2016-06-25",112,51,680,89936,75.61,2,"1",1,1,"mid 7",4,NA,4,2,0.5,1,1,1,10,109330
"1740",1740,"https://bj.lianjia.com/chengjiao/101091695590.html","101091695590",116.416156,40.082585,1111027380054,"2016-08-02",150,6,420,21424,196.05,3,"1",1,1,"low 32",1,2003,4,6,0.5,1,1,1,6,33820
"1741",1741,"https://bj.lianjia.com/chengjiao/101091695652.html","101091695652",116.558938,39.922567,1111027373708,"2016-07-28",144,138,209,36616,57.08,1,"1",1,1,"low 6",4,1992,3,2,0.5,0,1,1,7,48116
"1742",1742,"https://bj.lianjia.com/chengjiao/101091695770.html","101091695770",116.320535,39.890098,1111027379963,"2016-09-18",197,71,370,56924,65,2,"1",1,1,"low 21",1,1993,4,6,0.25,1,1,1,2,58959
"1743",1743,"https://bj.lianjia.com/chengjiao/101091695811.html","101091695811",116.391726,39.978788,1111027382272,"2016-08-31",179,20,623,95847,65,2,"1",1,1,"low 20",1,1991,3,6,0.286,1,1,1,10,121898
"1744",1744,"https://bj.lianjia.com/chengjiao/101091696192.html","101091696192",116.373195,39.841709,1111027381911,"2016-08-22",169,75,240,53957,44.48,1,"0",1,1,"low 15",4,2004,4,6,0.25,1,1,1,2,65719
"1745",1745,"https://bj.lianjia.com/chengjiao/101091696305.html","101091696305",116.471931,40.008739,1111027378505,"2016-07-29",145,38,400,41885,95.5,2,"2",1,1,"mid 28",1,1998,4,6,0.3,1,0,1,7,57510
"1746",1746,"https://bj.lianjia.com/chengjiao/101091696393.html","101091696393",116.428732,40.048486,1111027376259,"2016-06-25",112,19,417,40097,104,2,"1",1,1,"mid 25",1,2005,4,6,0.3,1,0,1,7,51678
"1747",1747,"https://bj.lianjia.com/chengjiao/101091696453.html","101091696453",116.466562,39.921656,1111027375876,"2017-02-21",353,17,605,70893,85.34,1,"1",1,1,"low 42",1,2005,4,6,0.318,1,0,1,7,68486
"1748",1748,"https://bj.lianjia.com/chengjiao/101091696551.html","101091696551",116.448715,39.861574,1111027379212,"2016-06-21",108,97,280,34753,80.57,2,"1",1,1,"low 28",1,2003,3,6,0.364,1,0,0,2,51192
"1749",1749,"https://bj.lianjia.com/chengjiao/101091696974.html","101091696974",116.167112,39.936388,1111027378400,"2016-08-19",166,209,168,39134,42.93,1,"1",1,1,"low 6",4,1986,4,6,0.5,0,1,0,9,44074
"1750",1750,"https://bj.lianjia.com/chengjiao/101091697006.html","101091697006",116.567599,39.916883,1111027376867,"2016-07-26",143,92,170,43082,39.46,1,"1",1,1,"high 6",4,1993,3,2,0.25,0,1,1,7,49652
"1751",1751,"https://bj.lianjia.com/chengjiao/101091697034.html","101091697034",116.472797,39.99757,1111027374004,"2016-08-18",166,26,1190,75927,156.73,3,"2",1,2,"low 14",4,2005,4,6,1,1,0,1,7,86353
"1752",1752,"https://bj.lianjia.com/chengjiao/101091697285.html","101091697285",116.390177,39.967981,1111027375807,"2016-08-17",165,39,848,110002,77.09,2,"1",1,1,"high 17",3,2005,4,6,0.25,1,1,0,10,113596
"1753",1753,"https://bj.lianjia.com/chengjiao/101091697350.html","101091697350",116.319746,39.957529,1111027379493,"2016-06-26",113,42,230,76667,30,1,"0",1,1,"low 12",1,2004,4,6,0.118,1,1,0,8,75509
"1754",1754,"https://bj.lianjia.com/chengjiao/101091697383.html","101091697383",116.392403,39.888146,1111027378502,"2016-08-11",158,41,590,75642,78,2,"1",1,1,"bottom 5",4,1964,3,2,0.333,0,1,1,10,88356
"1755",1755,"https://bj.lianjia.com/chengjiao/101091697423.html","101091697423",116.508281,39.915816,1111027379834,"2016-06-19",106,45,400,30628,130.6,2,"1",1,1,"bottom 9",3,2006,4,6,0.125,1,1,1,7,58955
"1756",1756,"https://bj.lianjia.com/chengjiao/101091697765.html","101091697765",116.434145,39.863841,1111027377507,"2016-08-09",157,107,168,38243,43.93,1,"0",1,1,"bottom 11",3,2006,3,6,0.25,1,1,1,2,36432
"1757",1757,"https://bj.lianjia.com/chengjiao/101091697848.html","101091697848",116.362416,40.094293,1111027377947,"2016-07-31",148,137,310,27659,112.08,2,"1",1,1,"low 6",4,2005,4,2,0.5,0,1,1,6,43190
"1758",1758,"https://bj.lianjia.com/chengjiao/101091697967.html","101091697967",116.375524,40.009885,1111027376093,"2016-07-07",124,54,352,52538,67,2,"1",1,1,"mid 4",4,1963,4,2,0.333,0,1,1,7,76558
"1759",1759,"https://bj.lianjia.com/chengjiao/101091698003.html","101091698003",116.514137,39.924115,1111027379402,"2016-06-29",116,117,255,39844,64,3,"1",1,1,"low 12",4,1987,3,6,0.5,1,1,0,7,53758
"1760",1760,"https://bj.lianjia.com/chengjiao/101091698079.html","101091698079",116.432684,40.077562,1111027380057,"2016-09-08",187,17,509.5,33104,153.91,3,"2",1,2,"mid 10",4,2008,4,6,0.5,1,1,0,6,38384
"1761",1761,"https://bj.lianjia.com/chengjiao/101091698103.html","101091698103",116.476687,39.988644,1111027375068,"2016-07-29",145,115,304,52450,57.96,2,"1",1,1,"high 6",4,1993,4,2,0.5,0,1,0,7,67436
"1762",1762,"https://bj.lianjia.com/chengjiao/101091698255.html","101091698255",116.423426,39.964365,1111027373924,"2016-08-22",169,81,445,89430,49.76,2,"1",1,1,"bottom 5",4,1989,3,4,0.333,0,1,1,1,92516
"1763",1763,"https://bj.lianjia.com/chengjiao/101091698357.html","101091698357",116.476576,39.936798,1111027379869,"2016-07-16",133,35,260,46662,55.72,2,"1",1,1,"low 6",4,1979,4,6,0.333,0,0,1,7,63427
"1764",1764,"https://bj.lianjia.com/chengjiao/101091698408.html","101091698408",116.364866,39.964032,1111027381386,"2016-06-26",112,62,400,59436,67.3,3,"1",1,1,"low 6",4,1978,3,2,0.333,0,1,0,8,75478
"1765",1765,"https://bj.lianjia.com/chengjiao/101091698414.html","101091698414",116.428732,40.048486,1111027376259,"2016-08-12",159,76,379,39988,94.78,2,"2",1,2,"mid 25",1,2005,3,6,0.3,1,1,1,7,51678
"1766",1766,"https://bj.lianjia.com/chengjiao/101091698611.html","101091698611",116.480675,39.868869,1111027382783,"2016-07-19",135,45,233,48471,48.07,1,"1",1,1,"low 6",4,2005,4,2,0.25,0,1,0,7,60403
"1767",1767,"https://bj.lianjia.com/chengjiao/101091698807.html","101091698807",116.390606,39.968195,1111027379207,"2016-08-07",155,37,539,92932,58,2,"1",1,1,"low 6",4,1983,3,2,0.5,0,1,0,10,124680
"1768",1768,"https://bj.lianjia.com/chengjiao/101091698832.html","101091698832",116.394288,39.972468,1111027379523,"2016-07-19",135,27,565,89683,63,2,"1",1,1,"high 18",1,1986,3,6,0.25,1,1,1,10,117634
"1769",1769,"https://bj.lianjia.com/chengjiao/101091698902.html","101091698902",116.299198,39.838131,1111027380071,"2016-08-25",172,49,310,29524,105,2,"1",1,1,"mid 28",1,2005,3,6,1,1,0,1,2,48853
"1770",1770,"https://bj.lianjia.com/chengjiao/101091698912.html","101091698912",116.366207,39.898568,1111027375821,"2016-10-13",222,137,540,73261,73.71,3,"1",1,1,"low 6",4,1984,3,2,0.333,0,0,1,10,83779
"1771",1771,"https://bj.lianjia.com/chengjiao/101091699044.html","101091699044",116.3367,39.897727,1111027378073,"2016-08-08",155,57,631,70899,89,2,"1",1,1,"high 24",1,2009,4,6,0.5,1,1,1,10,89617
"1772",1772,"https://bj.lianjia.com/chengjiao/101091699057.html","101091699057",116.445042,39.894679,1111027377935,"2016-09-05",184,72,422,67219,62.78,1,"1",1,1,"bottom 18",1,2002,4,6,0.25,1,0,0,1,93124
"1773",1773,"https://bj.lianjia.com/chengjiao/101091699269.html","101091699269",116.41416,39.957669,1111027380887,"2016-09-10",188,63,450,75101,59.92,2,"1",1,1,"low 6",4,1983,3,2,0.2,0,0,1,1,82971
"1774",1774,"https://bj.lianjia.com/chengjiao/101091699331.html","101091699331",116.471824,39.963559,1111027377169,"2016-06-19",106,8,990,38522,257,4,"2",1,3,"high 31",1,2001,3,6,0.5,1,1,0,7,60877
"1775",1775,"https://bj.lianjia.com/chengjiao/101091699336.html","101091699336",116.534997,39.928559,1111027374236,"2016-07-23",140,307,278,33226,83.67,2,"1",1,1,"low 22",1,2003,3,6,0.222,1,1,1,7,47463
"1776",1776,"https://bj.lianjia.com/chengjiao/101091699457.html","101091699457",116.343992,40.078436,1111027379397,"2016-06-28",115,10,138,25556,54,1,"0",1,1,"low 19",1,2011,1,6,0.235,1,0,1,6,54156
"1777",1777,"https://bj.lianjia.com/chengjiao/101091699531.html","101091699531",116.427822,39.870559,1111027378724,"2016-09-06",184,60,270,49724,54.3,2,"1",1,1,"mid 5",4,1988,3,4,0.333,0,0,1,2,59124
"1778",1778,"https://bj.lianjia.com/chengjiao/101091699532.html","101091699532",116.433321,39.906309,1111027376599,"2016-06-20",106,42,475,59794,79.44,2,"1",1,1,"mid 17",1,1980,3,2,0.2,1,1,1,1,96040
"1779",1779,"https://bj.lianjia.com/chengjiao/101091699640.html","101091699640",116.339906,39.781801,1111027381745,"2016-06-30",116,35,223,33449,66.67,2,"1",1,1,"high 6",4,1998,3,2,0.5,0,0,1,4,45110
"1780",1780,"https://bj.lianjia.com/chengjiao/101091699769.html","101091699769",116.47773,40.002156,1111027380317,"2016-08-02",149,346,615,47846,128.54,3,"2",1,1,"mid 30",1,1998,3,6,0.25,1,1,1,7,60348
"1781",1781,"https://bj.lianjia.com/chengjiao/101091699973.html","101091699973",116.367137,40.040209,1111027382073,"2016-08-08",155,74,346,56629,61.1,2,"1",1,1,"high 6",4,1998,3,2,0.5,0,0,1,8,64588
"1782",1782,"https://bj.lianjia.com/chengjiao/101091700029.html","101091700029",116.383332,39.962892,1111027373865,"2016-06-30",116,30,517.5,107143,48.3,1,"1",1,1,"low 18",1,1987,3,6,0.143,1,1,0,10,128756
"1783",1783,"https://bj.lianjia.com/chengjiao/101091700121.html","101091700121",116.354228,39.982477,1111027382320,"2016-08-16",163,57,535,67894,78.8,2,"1",1,1,"mid 19",1,1998,4,6,0.25,1,1,1,8,81586
"1784",1784,"https://bj.lianjia.com/chengjiao/101091700161.html","101091700161",116.233785,39.906862,1111027381888,"2016-07-19",135,27,219.5,35984,61,2,"1",1,1,"high 6",4,1989,4,2,0.333,0,0,0,9,49154
"1785",1785,"https://bj.lianjia.com/chengjiao/101091700228.html","101091700228",116.320594,39.769022,1111027377660,"2016-08-29",176,18,201,32420,62,1,"1",1,1,"mid 6",4,1998,3,2,0.5,0,0,0,4,38841
"1786",1786,"https://bj.lianjia.com/chengjiao/101091700425.html","101091700425",116.368869,39.883272,1111027376296,"2016-07-31",147,45,465,75610,61.5,2,"1",1,1,"low 6",4,1992,3,2,0.5,0,0,1,10,91041
"1787",1787,"https://bj.lianjia.com/chengjiao/101091700457.html","101091700457",116.397839,39.868935,1111027381044,"2016-08-28",176,96,250.8,40781,61.5,2,"1",1,1,"high 6",4,1989,3,2,0.333,0,1,0,2,55055
"1788",1788,"https://bj.lianjia.com/chengjiao/101091700529.html","101091700529",116.380981,39.963101,1111027380660,"2016-07-04",120,31,560,95077,58.9,2,"1",1,1,"high 7",4,1990,4,2,0.333,0,1,0,10,129754
"1789",1789,"https://bj.lianjia.com/chengjiao/101091700561.html","101091700561",116.416156,40.082585,1111027380054,"2016-07-21",137,12,320,25922,123.45,2,"2",1,2,"mid 13",4,2003,3,2,0.5,1,1,1,6,33820
"1790",1790,"https://bj.lianjia.com/chengjiao/101091700591.html","101091700591",116.493655,39.905367,1111027375357,"2016-06-30",116,43,234,41234,56.75,1,"0",1,1,"low 18",3,2008,4,6,0.182,1,0,1,7,65499
"1791",1791,"https://bj.lianjia.com/chengjiao/101091700767.html","101091700767",116.445785,40.077726,1111027380050,"2016-08-08",155,93,380,20733,183.29,3,"2",1,2,"low 6",4,2003,4,2,0.5,0,0,0,6,36411
"1792",1792,"https://bj.lianjia.com/chengjiao/101091700778.html","101091700778",116.636725,40.031531,1111027381757,"2016-09-29",208,65,249,23041,108.07,2,"2",1,1,"low 7",4,1999,3,2,0.5,0,1,0,13,30962
"1793",1793,"https://bj.lianjia.com/chengjiao/101091700977.html","101091700977",116.348724,39.916503,1111027379418,"2016-06-29",116,26,975,96173,101.38,2,"1",1,1,"high 18",1,2001,4,6,0.2,1,1,1,10,126202
